# 0: all purpose
# 1: nouns
# 2: verbs
# 3: adjectives
# 4: adverbs
# 5: names
# 6: cities
# 7: coutries
# 8: nice words
### Groups:
####################
Aachen 0,1,6
befand 0
befände 0
befanden 0
befänden 0
befangen 0
BEFANGENE 0
BEFANGENEN 0
befasse 0
befassen 0
befasst 0
befaßt 0
befasste 0
befaßte 0
befassten 0
befaßten 0
Befehl 0
Befehle 0
Befehlen 0
befehlen 0
BEFEHLEND 0
BEFEHLENDE 0
befehligt 0
befehligte 0
Befehls 0
BEFEHLT 0
befestigen 0
befestigt 0
befestigte 0
BEFEUCHTET 0
BEFEUERN 0
BEFEUERNDE 0
befeuert 0
befiehlt 0
befiel 0
befinde 0
befinden 0
Befinden 0
Befindet 0
befindet 0
BEFINDLICH 0
beflissen 0
beflügeln 0
beflügelt 0
Beflügelt 0
beflügelte 0
befohlen 0
BEFOLGE 0
befolgen 0
BEFOLGST 0
befolgt 0
befolgte 0
BEFOLGTEN 0
Befolgung 0
befördern 0
BEFÖRDERST 0
befördert 0
beförderte 0
BEFRAGE 0
befragen 0
Befragen 0
befragt 0
Befragt 0
befragte 0
Befragte 0
Befragten 0
befragten 0
Befragung 0
BEFREIE 0
befreien 0
befreiend 0
befreiende 0
Befreier 0
befreit 0
Befreit 0
befreite 0
befreiten 0
befreiter 0
BEFREITES 0
Befreiung 0
Befremden 0
befremdend 0
befremdet 0
BEFREUNDEN 0
befreundet 0
befrieden 0
befriedet 0
befriedigt 0
Befriedung 0
befristen 0
befristet 0
befristete 0
Befristung 0
befruchten 0
befruchtet 0
Befugnis 0
Befugnisse 0
befugt 0
befuhr 0
befüllt 0
Befund 0
Befunde 0
befunden 0
Befunden 0
befürchte 0
befürchten 0
Befürchten 0
befürchtet 0
Befürchtet 0
befürworte 0
begab 0
begaben 0
begabt 0
begabte 0
Begabte 0
begabten 0
Begabten 0
begabter 0
BEGABTESTE 0
Begabung 0
Begabungen 0
begangen 0
begangene 0
begangenen 0
begann 0
begannen 0
begännen 0
begebe 0
begeben 0
BEGEBT 0
begegne 0
begegnen 0
BEGEGNEST 0
begegnet 0
begegnete 0
begegneten 0
Begegnung 0
begehbar 0
begehbare 0
begehbaren 0
begehe 0
begehen 0
BEGEHR 0
BEGEHRE 0
Begehren 0
begehren 0
BEGEHREND 0
Begehrens 0
BEGEHRST 0
begehrt 0
Begehrt 0
begehrte 0
Begehrte 0
begehrten 0
begehrter 0
begehrtes 0
begeht 0
Begehung 0
begeistern 0
Begeistert 0
begeistert 0
BEGIB 0
begibt 0
Begierde 0
Begierden 0
begierig 0
begießen 0
beging 0
BEGINGE 0
begingen 0
Beginn 0
beginne 0
Beginnen 0
beginnen 0
beginnend 0
Beginnend 0
beginnende 0
Beginns 0
BEGINNST 0
Beginnt 0
beginnt 0
beglaubigt 0
begleichen 0
begleicht 0
Begleit 0
begleite 0
begleiten 0
Begleiten 0
Begleitend 0
begleitend 0
Begleiter 0
Begleitern 0
Begleiters 0
Begleitet 0
begleitet 0
begleitete 0
Begleitung 0
beglichen 0
beglücken 0
BEGLÜCKEND 0
beglückt 0
beglückte 0
BEGNADET 0
begnadete 0
begnadeten 0
begnadeter 0
begnadigen 0
BEGNADIGST 0
begnadigt 0
begnügen 0
begnügt 0
begnügte 0
begnügten 0
Begonnen 0
begonnen 0
begonnene 0
begonnenen 0
begossen 0
begraben 0
BEGRABENE 0
BEGRABENEN 0
Begräbnis 0
begräbt 0
begradigt 0
begreifbar 0
begreife 0
begreifen 0
Begreifen 0
BEGREIFEND 0
BEGREIFENS 0
BEGREIFST 0
begreift 0
begrenzen 0
BEGRENZEND 0
begrenzt 0
begrenzte 0
begrenztem 0
begrenzten 0
begrenzter 0
begrenztes 0
Begrenzung 0
Begriff 0
begriff 0
Begriffe 0
begriffen 0
Begriffen 0
begriffene 0
Begriffes 0
Begriffs 0
begrub 0
begruben 0
begründbar 0
begründe 0
begründen 0
Begründer 0
BEGRÜNDERS 0
begründet 0
Begründet 0
begründete 0
Begründung 0
begrünen 0
begrünt 0
begrünte 0
begrünten 0
Begrünung 0
begrüße 0
begrüßen 0
begrüßt 0
Begrüßt 0
begrüßte 0
begrüßten 0
Begrüßung 0
begünstige 0
begünstigt 0
Begünstigt 0
begüterten 0
behaarten 0
behäbig 0
behäbige 0
behäbigen 0
behaftet 0
BEHAFTETE 0
BEHAFTETEN 0
Behagen 0
behaglich 0
behagliche 0
behagt 0
behagte 0
behält 0
behalte 0
behalten 0
Behalten 0
Behälter 0
Behältern 0
Behälters 0
BEHALTET 0
Behältnis 0
behandeln 0
BEHANDELST 0
Behandelt 0
behandelt 0
behandelte 0
behandle 0
Behandlung 0
behängt 0
beharre 0
beharren 0
Beharren 0
BEHARRENDE 0
beharrlich 0
Beharrlich 0
beharrt 0
beharrte 0
beharrten 0
behaupte 0
behaupten 0
BEHAUPTEST 0
behauptet 0
behauptete 0
Behauptung 0
Behausung 0
beheben 0
Behebung 0
beheimatet 0
beheizbare 0
beheizen 0
beheizt 0
beheizte 0
beheizten 0
Beheizung 0
behelfen 0
behelligt 0
behende 0
beherbergt 0
beherrsche 0
beherrscht 0
beherzigen 0
beherzigt 0
beherzt 0
beherzte 0
beherzten 0
beherzter 0
beherztes 0
behielt 0
behielten 0
behilflich 0
behilft 0
behindere 0
behindern 0
behindert 0
Behinderte 0
behinderte 0
behoben 0
Behörde 0
Behörden 0
behördlich 0
BEHÜTE 0
BEHÜTEN 0
behütet 0
behütete 0
behüteten 0
behutsam 0
Behutsam 0
behutsame 0
behutsamen 0
behutsamer 0
beibehält 0
beibrachte 0
beibringen 0
beibringt 0
Beichte 0
beichten 0
beide 0
Beide 0
beidem 0
Beiden 0
beiden 0
beider 0
Beider 0
beiderlei 0
beides 0
Beides 0
beidseitig 0
Beifahrer 0
Beifall 0
Beifalls 0
beifügen 0
Beigabe 0
Beigaben 0
beige 0
Beige 0
beigeben 0
beigefügt 0
beigegeben 0
beigelegt 0
beigen 0
beigesetzt 0
beigewohnt 0
Beihilfe 0
Beihilfen 0
beikommen 0
Beil 0
Beilage 0
Beilagen 0
beiläufig 0
beiläufige 0
BEILE 0
beilegen 0
Beilegung 0
beileibe 0
Beileid 0
beim 0
Beim 0
beimessen 0
BEIMISST 0
Bein 0
beinah 0
beinahe 0
Beinahe 0
Beiname 0
Beinamen 0
Beinarbeit 0
Beinbruch 0
Beinchen 0
Beine 0
Beinen 0
beinhalte 0
beinhalten 0
beinhaltet 0
beinhart 0
beinharte 0
beinharten 0
beinharter 0
Beirat 0
Beiräte 0
Beiräten 0
Beirates 0
Beirats 0
beirren 0
BEIRREND 0
Beirut 0
Beiruter 0
beisammen 0
Beischlaf 0
Beisein 0
beiseite 0
Beisetzung 0
Beisitzer 0
Beispiel 0
Beispiele 0
Beispielen 0
Beispiels 0
beißen 0
beißende 0
beißenden 0
beißender 0
Beißer 0
beißt 0
Beistand 0
beistehen 0
beisteuern 0
beisteuert 0
Beitrag 0
beitrage 0
Beiträge 0
beitragen 0
Beiträgen 0
Beitrages 0
Beitrags 0
beiträgt 0
beitrat 0
beitreten 0
Beitritt 0
beitritt 0
Beitritts 0
beitrug 0
beitrugen 0
Beiwagen 0
Beiwerk 0
beiwohnen 0
beiwohnte 0
beiwohnten 0
beizeiten 0
beizufügen 0
beizulegen 0
bejahen 0
BEJAHEND 0
BEJAHENDEN 0
bejaht 0
bejahte 0
Bejahung 0
bejubeln 0
bejubelt 0
bejubelte 0
bejubelten 0
bekam 0
bekäme 0
bekamen 0
bekämen 0
bekämpfe 0
bekämpfen 0
BEKÄMPFST 0
bekämpft 0
bekämpfte 0
bekämpften 0
Bekämpfung 0
Bekannt 0
bekannt 0
Bekannte 0
bekannte 0
bekanntem 0
bekannten 0
Bekannten 0
bekannter 0
Bekannter 0
bekanntere 0
bekanntes 0
Bekanntes 0
bekanntgab 0
bekehren 0
bekehrt 0
Bekehrung 0
bekenne 0
bekennen 0
bekennende 0
Bekenner 0
bekennt 0
Bekenntnis 0
beklage 0
beklagen 0
beklagt 0
Beklagt 0
beklagte 0
Beklagte 0
beklagten 0
Beklagten 0
beklatscht 0
beklebt 0
bekleckert 0
bekleiden 0
BEKLEIDEST 0
bekleidet 0
Bekleidet 0
bekleidete 0
Bekleidung 0
beklemmend 0
Beklemmung 0
bekocht 0
bekomme 0
Bekommen 0
bekommen 0
bekömmlich 0
bekommst 0
Bekommt 0
bekommt 0
bekräftige 0
bekräftigt 0
bekriegen 0
BEKÜMMERN 0
bekümmert 0
BEKÜMMERTE 0
Bekunden 0
bekunden 0
bekundet 0
bekundete 0
bekundeten 0
belächeln 0
belächelt 0
belächelte 0
beladen 0
Beladen 0
beladene 0
beladenen 0
beladener 0
beladenes 0
Beladung 0
Belafonte 0
Belag 0
Beläge 0
Belagerer 0
belagern 0
belagert 0
belagerte 0
belagerten 0
Belagerung 0
Belang 0
Belange 0
Belangen 0
belangen 0
belanglos 0
belanglose 0
belangt 0
belassen 0
belässt 0
belastbar 0
belastbare 0
belaste 0
belasten 0
belastend 0
belastende 0
belastet 0
Belastet 0
belastete 0
belasteten 0
belasteter 0
belastetes 0
belästigen 0
belästigt 0
belästigte 0
Belastung 0
belaufe 0
belaufen 0
beläuft 0
belauschen 0
belauscht 0
beleben 0
belebend 0
belebende 0
belebenden 0
BELEBST 0
belebt 0
belebte 0
BELEBTEM 0
belebten 0
Belebung 0
BELECKEN 0
Beleg 0
belegbar 0
BELEGBARE 0
Belege 0
belege 0
belegen 0
Belegen 0
belegt 0
Belegt 0
belegte 0
belegten 0
BELEGTER 0
Belegung 0
belehren 0
belehrend 0
BELEHRENDE 0
belehrt 0
belehrte 0
Belehrung 0
beleidigen 0
BELEIDIGST 0
beleidigt 0
beleidigte 0
BELEUCHTE 0
beleuchten 0
Beleuchter 0
beleuchtet 0
Belfast 0
Belfaster 0
Belgien 0
Belgiens 0
Belgier 0
Belgierin 0
Belgiern 0
Belgiers 0
belgisch 0
belgische 0
Belgische 0
belgischen 0
belgischer 0
Belgrad 0
Belgrader 0
Belgrads 0
belichtet 0
Belichtung 0
Belieben 0
beliebig 0
beliebige 0
beliebigen 0
beliebiger 0
beliebiges 0
beliebt 0
Beliebt 0
beliebte 0
Beliebte 0
beliebten 0
beliebter 0
Beliebter 0
beliebtes 0
Beliebtes 0
belief 0
beliefen 0
beliefern 0
beliefert 0
belieferte 0
beließ 0
beließen 0
Belinda 0
Belize 0
Bellen 0
bellen 0
Bellevue 0
bellt 0
bellte 0
BELMOPAN 0
belogen 0
belohnen 0
belohnt 0
Belohnt 0
belohnte 0
belohnten 0
Belohnung 0
belüftet 0
Belüftung 0
belügen 0
belustigt 0
bemächtigt 0
bemalen 0
Bemalen 0
bemalt 0
bemalte 0
bemalten 0
Bemalung 0
bemängeln 0
bemängelt 0
Bemängelt 0
bemängelte 0
bemannte 0
bemannten 0
bemerkbar 0
bemerke 0
bemerken 0
BEMERKST 0
bemerkt 0
bemerkte 0
bemerkten 0
Bemerkung 0
bemessen 0
bemessene 0
bemessenen 0
Bemessung 0
bemisst 0
bemißt 0
BEMOOST 0
bemühe 0
bemühen 0
Bemühen 0
Bemühens 0
bemüht 0
bemühte 0
bemühten 0
Bemühung 0
Bemühungen 0
bemüßigt 0
benahm 0
benannt 0
Benannt 0
benannte 0
benannten 0
Benedikt 0
Benefiz 0
Benehmen 0
benehmen 0
beneide 0
beneiden 0
beneidet 0
BENEIDETE 0
Benelux 0
benennen 0
benennt 0
Benennung 0
Benetton 0
Bengalen 0
Bengel 0
Benimm 0
benimmt 0
Benjamin 0
Benjamins 0
benommen 0
benotet 0
benötige 0
benötigen 0
benötigt 0
Benötigt 0
benötigte 0
benötigten 0
benötigter 0
benötigtes 0
Benotung 0
benutzbar 0
benutze 0
benutzen 0
Benutzen 0
benützen 0
Benutzer 0
Benutzern 0
Benutzers 0
benutzt 0
benützt 0
benutzte 0
benützte 0
benutzten 0
Benutzung 0
Benzin 0
Benziner 0
Benzinern 0
Benzol 0
beobachte 0
beobachten 0
Beobachten 0
Beobachter 0
beobachtet 0
Beobachtet 0
beordert 0
beorderte 0
bepackt 0
bepflanzen 0
bepflanzt 0
bequem 0
Bequem 0
bequeme 0
bequemen 0
bequemer 0
bequemes 0
BEQUEMSTE 0
berappen 0
berappt 0
berät 0
berate 0
beraten 0
Beraten 0
beratend 0
beratende 0
beratenden 0
beratender 0
Berater 0
Beraterin 0
Beratern 0
Beraters 0
beratung 0
Beratung 0
Beratungen 0
Beratungs 0
berauben 0
beraubt 0
beraubte 0
beraubten 0
berauschen 0
berauscht 0
BERECHNE 0
berechnen 0
berechnend 0
berechnet 0
berechnete 0
Berechnung 0
berechtigt 0
bereden 0
beredt 0
beredte 0
beredtes 0
Bereich 0
Bereiche 0
Bereichen 0
bereichern 0
bereichert 0
Bereiches 0
Bereichs 0
Bereifung 0
bereinigen 0
bereinigt 0
Bereinigt 0
bereinigte 0
bereisen 0
bereist 0
bereiste 0
bereisten 0
Bereit 0
bereit 0
bereite 0
bereiten 0
bereitet 0
bereitete 0
bereiteten 0
bereithält 0
bereits 0
Bereits 0
bereue 0
bereuen 0
bereut 0
bereute 0
berg 0
Berg 0
bergab 0
Bergamo 0
bergan 0
bergauf 0
Bergbahn 0
Bergbahnen 0
Bergbau 0
Bergbauern 0
Bergbaus 0
Bergdorf 0
Bergdörfer 0
Berge 0
berge 0
Bergen 0
bergen 0
Bergetappe 0
Bergführer 0
Berggipfel 0
Berghang 0
Berghaus 0
Bergheim 0
Berghof 0
Berghofer 0
BERGHÖHLEN 0
Berghütte 0
bergigen 0
Bergisch 0
Bergkette 0
Bergland 0
Bergleute 0
Bergleuten 0
Bergmann 0
Bergmanns 0
Bergner 0
Bergregion 0
Bergrücken 0
Bergs 0
BERGSEE 0
Bergstraße 0
Bergtour 0
Bergtouren 0
Bergung 0
BERGVOLK 0
Bergwacht 0
Bergwald 0
Bergwelt 0
Bergwerk 0
Bergwerke 0
Bergwerken 0
Bergwerks 0
Bericht 0
Berichte 0
berichte 0
berichten 0
Berichten 0
Berichtes 0
Berichtet 0
berichtet 0
berichtete 0
berichtigt 0
Berichts 0
berief 0
beriefen 0
beriet 0
berieten 0
BERLIN 0
Berlinale 0
Berliner 0
Berlinerin 0
Berlinern 0
Berliners 0
Berlins 0
Bermuda 0
Bermudas 0
Bern 0
Bernau 0
Bernauer 0
Bernd 0
Berndt 0
Berner 0
Bernhard 0
Bernhards 0
Bernhardt 0
Bernstein 0
Bernsteins 0
Bernt 0
Berserker 0
bersten 0
Bert 0
Berta 0
Bertha 0
Berthold 0
Berti 0
Bertold 0
Bertolt 0
Bertram 0
berüchtigt 0
BERÜCKEND 0
Beruf 0
Berufe 0
berufen 0
berufene 0
berufenem 0
berufenen 0
BERUFENER 0
Berufes 0
beruflich 0
Beruflich 0
berufliche 0
Berufliche 0
Berufs 0
berufs 0
Berufsbild 0
Berufsfeld 0
Berufswahl 0
Berufsweg 0
Berufswelt 0
Berufsziel 0
beruft 0
Berufung 0
Berufungen 0
beruhe 0
beruhen 0
beruhende 0
beruhenden 0
BERUHENDES 0
BERUHIGE 0
beruhigen 0
beruhigend 0
Beruhigend 0
beruhigt 0
beruhigte 0
beruhigten 0
Beruhigung 0
berühmt 0
Berühmt 0
berühmte 0
Berühmte 0
berühmtem 0
berühmten 0
berühmter 0
berühmtes 0
berühre 0
berühren 0
Berühren 0
berührend 0
berührende 0
berührt 0
berührte 0
berührten 0
Berührung 0
beruht 0
beruhte 0
beruhten 0
besagen 0
besagt 0
besagte 0
Besagte 0
besagtem 0
besagten 0
besagter 0
besagtes 0
besänftigt 0
besang 0
besann 0
besannen 0
besaß 0
besäße 0
besaßen 0
besäßen 0
Besatz 0
Besatzer 0
Besatzern 0
Besatzung 0
beschädigt 0
beschaffen 0
beschafft 0
beschaffte 0
beschallen 0
beschallt 0
BESCHÄMEN 0
beschämend 0
beschämt 0
BESCHÄMTE 0
BESCHATTEN 0
beschattet 0
BESCHAUT 0
Bescheid 0
Bescheide 0
bescheiden 0
Bescheiden 0
BESCHEINEN 0
beschenken 0
beschenkt 0
beschenkte 0
Beschenkte 0
bescheren 0
beschert 0
bescherte 0
bescherten 0
Bescherung 0
bescheuert 0
beschickt 0
beschied 0
beschieden 0
BESCHIENEN 0
beschießen 0
beschimpft 0
beschissen 0
Beschlag 0
beschlagen 0
beschließe 0
beschließt 0
beschloss 0
beschloß 0
Beschluss 0
Beschluß 0
Beschlüsse 0
beschmiert 0
beschmutzt 0
beschönigt 0
beschossen 0
beschränke 0
beschränkt 0
beschreibe 0
beschreibt 0
beschrieb 0
BESCHRIEBE 0
beschritt 0
Beschuss 0
beschützen 0
Beschützer 0
beschützt 0
Beschwerde 0
beschweren 0
beschwert 0
beschwerte 0
beschwingt 0
Beschwingt 0
beschwor 0
BESCHWÖRE 0
beschworen 0
beschwören 0
beschwört 0
BESEELIGT 0
beseelt 0
beseelte 0
beseelten 0
BESEHE 0
besehen 0
beseitigen 0
Beseitigen 0
beseitigt 0
beseitigte 0
Besen 0
Besenstiel 0
besessen 0
besessenen 0
Besessener 0
besetzen 0
Besetzer 0
besetzt 0
Besetzt 0
besetzte 0
besetzten 0
besetzter 0
besetztes 0
Besetzung 0
besichtigt 0
besiedeln 0
besiedelt 0
besiedelte 0
Besiedlung 0
BESIEGE 0
besiegeln 0
besiegelt 0
besiegelte 0
besiegen 0
BESIEGEND 0
besiegt 0
besiegte 0
Besiegte 0
besiegten 0
Besiegten 0
Besiktas 0
besingen 0
besingt 0
BESINNE 0
besinnen 0
BESINNEND 0
besinnlich 0
besinnt 0
Besinnung 0
Besitz 0
besitze 0
besitzen 0
Besitzer 0
Besitzerin 0
Besitzern 0
Besitzers 0
Besitzes 0
BESITZLOS 0
BESITZLOSE 0
besitzt 0
BESITZTUMS 0
besoffen 0
Besoldung 0
Besondere 0
besondere 0
besonderem 0
Besonderem 0
Besonderen 0
besonderen 0
besonderer 0
Besonderer 0
besonderes 0
Besonderes 0
besonders 0
Besonders 0
besonnen 0
besonnene 0
besonnenen 0
besonnener 0
besorgen 0
Besorgnis 0
besorgt 0
Besorgt 0
besorgte 0
Besorgte 0
besorgten 0
besorgter 0
bespannt 0
BESPIEGELN 0
bespielbar 0
bespielen 0
bespielt 0
BESPITZELN 0
bespitzelt 0
besprach 0
besprachen 0
BESPRECHE 0
besprechen 0
BESPRENGEN 0
bespricht 0
bespritzt 0
besprochen 0
besprüht 0
besprühten 0
bespuckt 0
Besser 0
besser 0
Bessere 0
bessere 0
besserem 0
besseren 0
Besseren 0
besserer 0
Besserer 0
besseres 0
Besseres 0
bessern 0
bessert 0
besserte 0
besserten 0
Besserung 0
Besson 0
bestach 0
bestand 0
Bestand 0
Bestände 0
bestanden 0
Beständen 0
bestandene 0
Bestandes 0
beständig 0
beständige 0
Bestands 0
bestärken 0
bestärkt 0
bestärkte 0
BESTÄRKUNG 0
bestätige 0
bestätigen 0
Bestätigt 0
bestätigt 0
bestätigte 0
bestatten 0
Bestatter 0
bestattet 0
Bestattung 0
bestaunen 0
bestaunt 0
bestaunte 0
bestaunten 0
Beste 0
beste 0
bestechen 0
bestechend 0
Bestechung 0
Besteck 0
Bestecke 0
bestehe 0
Bestehen 0
bestehen 0
bestehend 0
bestehende 0
Bestehende 0
Bestehens 0
Besteht 0
besteht 0
BESTEIGE 0
besteigen 0
besteigt 0
Besteigung 0
Bestell 0
bestelle 0
bestellen 0
Bestellen 0
Besteller 0
bestellt 0
Bestellt 0
bestellte 0
bestellten 0
bestellter 0
bestelltes 0
Bestellung 0
bestem 0
Besten 0
besten 0
bestens 0
Bestens 0
bester 0
Bester 0
bestes 0
Bestes 0
besteuern 0
besteuert 0
Bestform 0
besticht 0
bestickt 0
bestickte 0
bestickten 0
Bestie 0
bestieg 0
bestiegen 0
Bestien 0
bestimme 0
bestimmen 0
bestimmend 0
BESTIMMST 0
Bestimmt 0
bestimmt 0
bestimmte 0
Bestimmte 0
BESTIMMTEM 0
bestimmten 0
bestimmter 0
bestimmtes 0
Bestimmung 0
Bestmarke 0
Bestmarken 0
Bestnote 0
Bestnoten 0
bestochen 0
bestohlen 0
Bestohlene 0
bestrafen 0
bestraft 0
bestrafte 0
bestraften 0
Bestrafung 0
BESTRAHLEN 0
bestrahlt 0
BESTREBE 0
Bestreben 0
bestrebt 0
BESTREBTE 0
bestreikt 0
bestreite 0
bestreiten 0
bestreitet 0
bestreuen 0
bestreut 0
bestrichen 0
bestritt 0
bestritten 0
Bestseller 0
bestücken 0
bestückt 0
bestückte 0
bestückten 0
Bestuhlung 0
bestünde 0
bestünden 0
BESTÜRMEN 0
bestürmt 0
bestürzend 0
bestürzt 0
BESTÜRZTEN 0
Bestürzung 0
Bestzeit 0
Bestzeiten 0
Besuch 0
besuche 0
besuchen 0
Besuchen 0
Besucher 0
Besucherin 0
Besuchern 0
Besuchers 0
Besuches 0
Besuchs 0
Besucht 0
besucht 0
besuchte 0
besuchten 0
besuchtes 0
BESUDELN 0
besungen 0
betagte 0
betagten 0
betagter 0
betankt 0
BETASTEN 0
BETÄTIGE 0
betätigen 0
betätigt 0
betätigte 0
betätigten 0
Betätigung 0
betäuben 0
BETÄUBEND 0
betäubt 0
Betäubung 0
bete 0
Bete 0
beteilige 0
beteiligen 0
Beteiligen 0
Beteiligt 0
beteiligt 0
beteiligte 0
Beteiligte 0
beten 0
Beten 0
betend 0
betet 0
betete 0
beteten 0
beteuern 0
beteuert 0
beteuerte 0
beteuerten 0
Beteuerung 0
Bethlehem 0
betitelt 0
betitelte 0
betitelten 0
Beton 0
Betonboden 0
Betondecke 0
betone 0
betonen 0
BETONEND 0
betoniert 0
Betonklotz 0
Betonköpfe 0
Betonmauer 0
Betont 0
betont 0
betonte 0
betonten 0
Betonung 0
Betonwand 0
Betonwände 0
betören 0
betörend 0
betörende 0
betörenden 0
betört 0
Betracht 0
betrachte 0
betrachten 0
Betrachten 0
Betrachter 0
betrachtet 0
Betrachtet 0
betraf 0
beträfe 0
betrafen 0
beträfen 0
Betrag 0
betrage 0
Beträge 0
betragen 0
Betragen 0
Beträgen 0
Betrages 0
Betrags 0
BETRÄGST 0
beträgt 0
betrat 0
betraten 0
betrauen 0
betraut 0
betraute 0
betrauten 0
Betreff 0
betreffe 0
betreffen 0
betreffend 0
betreibe 0
betreiben 0
Betreiben 0
Betreiber 0
Betreibern 0
Betreibers 0
betreibt 0
Betreibung 0
betrete 0
betreten 0
Betreten 0
BETRETENDE 0
betreue 0
betreuen 0
betreuende 0
Betreuer 0
Betreuerin 0
Betreuern 0
Betreuers 0
betreut 0
Betreut 0
betreute 0
betreuten 0
Betreuten 0
betreutes 0
Betreuung 0
Betreuungs 0
betrieb 0
Betrieb 0
Betriebe 0
Betrieben 0
betrieben 0
betriebene 0
Betriebes 0
Betriebs 0
betrifft 0
Betrifft 0
betrinken 0
betritt 0
Betritt 0
BETRITTST 0
Betroffen 0
betroffen 0
Betroffene 0
betroffene 0
betrog 0
betrogen 0
betrogene 0
betrogenen 0
BETRÜBEN 0
betrübt 0
betrug 0
Betrug 0
betrugen 0
betrügen 0
Betrüger 0
Betrügerin 0
Betrügern 0
Betruges 0
Betrugs 0
BETRÜGST 0
betrügt 0
betrunken 0
Betrunken 0
betrunkene 0
Betrunkene 0
Bett 0
Bettchen 0
Bettdecke 0
Bettel 0
BETTELARM 0
Bettelei 0
betteln 0
Betteln 0
BETTELSTAB 0
bettelt 0
bettelte 0
Betten 0
betten 0
Bettenzahl 0
Bettes 0
bettet 0
Bettina 0
Bettlaken 0
Bettler 0
Bettlern 0
Bettruhe 0
Bettwäsche 0
Bettzeug 0
betuchte 0
betuchten 0
betulich 0
beuge 0
Beugehaft 0
beugen 0
beugt 0
beugte 0
beugten 0
Beule 0
Beulen 0
beunruhigt 0
beurkundet 0
beurlauben 0
beurlaubt 0
beurlaubte 0
beurteile 0
beurteilen 0
beurteilt 0
beurteilte 0
Beute 0
Beutekunst 0
Beutel 0
Beutezug 0
Beuys 0
bevölkern 0
bevölkert 0
bevölkerte 0
Bevor 0
bevor 0
bevorstand 0
bevorstehe 0
bevorsteht 0
bevorteilt 0
bevorzuge 0
bevorzugen 0
bevorzugt 0
Bevorzugt 0
bevorzugte 0
Bevorzugte 0
bewachen 0
Bewacher 0
bewachsen 0
bewacht 0
bewachte 0
bewachten 0
Bewachung 0
bewaffnen 0
bewaffnet 0
Bewaffnet 0
bewaffnete 0
Bewaffnete 0
Bewaffnung 0
bewahre 0
bewahren 0
Bewahren 0
bewähren 0
Bewahrer 0
BEWAHRST 0
bewahrt 0
bewährt 0
Bewährt 0
bewahrte 0
bewährte 0
Bewährte 0
bewährtem 0
bewahrten 0
bewährten 0
bewährter 0
Bewährtes 0
bewährtes 0
Bewahrung 0
Bewährung 0
bewaldete 0
bewaldeten 0
bewältigen 0
bewältigt 0
bewältigte 0
bewandert 0
Bewandtnis 0
bewarb 0
bewarben 0
bewarfen 0
bewässert 0
bewege 0
bewegen 0
Bewegen 0
bewegend 0
bewegende 0
Bewegende 0
bewegenden 0
bewegender 0
bewegendes 0
Beweggrund 0
beweglich 0
bewegliche 0
bewegt 0
Bewegt 0
bewegte 0
Bewegte 0
bewegten 0
bewegter 0
bewegtes 0
Bewegung 0
Bewegungen 0
Bewegungs 0
BEWEINEN 0
Beweis 0
beweisbar 0
Beweise 0
beweise 0
beweisen 0
Beweisen 0
BEWEISEND 0
BEWEISENDE 0
Beweises 0
BEWEISGANG 0
Beweislage 0
Beweislast 0
beweist 0
bewenden 0
bewerbe 0
bewerben 0
Bewerben 0
Bewerber 0
Bewerberin 0
Bewerbern 0
Bewerbers 0
Bewerbung 0
Bewerbungs 0
bewerfen 0
bewerte 0
bewerten 0
bewertet 0
Bewertet 0
bewertete 0
bewerteten 0
Bewertung 0
bewies 0
bewiesen 0
BEWIESENE 0
bewilligen 0
bewilligt 0
bewilligte 0
bewirbt 0
bewirke 0
bewirken 0
bewirkt 0
bewirkte 0
bewirkten 0
bewirten 0
bewirtet 0
bewirtete 0
Bewirtung 0
bewog 0
bewogen 0
bewohnbar 0
bewohnen 0
Bewohner 0
Bewohnerin 0
Bewohnern 0
Bewohners 0
bewohnt 0
bewohnte 0
bewohnten 0
bewohntes 0
bewölkt 0
BEWÖLKTE 0
Bewölkung 0
beworben 0
beworfen 0
Bewuchs 0
bewundere 0
Bewunderer 0
bewundern 0
bewundernd 0
bewundert 0
bewunderte 0
bewusst 0
Bewusst 0
bewußt 0
Bewußt 0
bewusste 0
bewußte 0
BEWUSSTEM 0
bewussten 0
bewußten 0
bewusster 0
bewußter 0
BEWUSSTERE 0
bewusstes 0
bewußtes 0
bewusstlos 0
bewußtlos 0
Bewußtsein 0
bezahlbar 0
bezahlbare 0
bezahle 0
Bezahlen 0
bezahlen 0
Bezahlt 0
bezahlt 0
bezahlte 0
bezahlten 0
bezahlter 0
Bezahlung 0
BEZÄHMUNG 0
bezaubern 0
bezaubernd 0
bezaubert 0
bezauberte 0
bezeichne 0
bezeichnen 0
bezeichnet 0
bezeugen 0
bezeugt 0
bezeugte 0
bezeugten 0
bezichtigt 0
beziehe 0
beziehen 0
Bezieher 0
Beziehern 0
bezieht 0
Beziehung 0
Beziehungs 0
beziffern 0
beziffert 0
bezifferte 0
Bezirk 0
Bezirke 0
Bezirken 0
Bezirkes 0
Bezirks 0
Bezirksamt 0
bezog 0
bezogen 0
Bezogen 0
bezögen 0
bezogene 0
bezogenen 0
Bezug 0
bezug 0
Bezüge 0
Bezügen 0
bezüglich 0
Bezüglich 0
BEZÜGLICHE 0
Bezugnahme 0
Bezugs 0
bezuschußt 0
bezwang 0
bezwangen 0
bezwecken 0
bezweckt 0
bezweifeln 0
bezweifelt 0
